,NO,Site,Result,TestName,Signal,Measure,LowLimit,HighLimit,Force,CheckStatus
520,3,0,PASS,OS_POS,DTSTR1,434.9502mV,100.0000mV,800.0000mV,100.0000uA,None
521,3,0,PASS,OS_POS,DTSTR3,432.5588mV,100.0000mV,800.0000mV,100.0000uA,None
522,3,0,PASS,OS_POS,DTSTR4,432.7892mV,100.0000mV,800.0000mV,100.0000uA,None
523,3,0,PASS,OS_POS,TOUT0,431.6943mV,100.0000mV,800.0000mV,100.0000uA,None
524,3,0,PASS,OS_POS,TOUT1,431.7298mV,100.0000mV,800.0000mV,100.0000uA,None
525,3,0,PASS,OS_POS,TOUT2,431.6884mV,100.0000mV,800.0000mV,100.0000uA,None
526,3,0,PASS,OS_POS,ATST0,394.7516mV,100.0000mV,800.0000mV,100.0000uA,None
527,3,0,PASS,OS_POS,ATST1,398.9704mV,100.0000mV,800.0000mV,100.0000uA,None
528,3,0,PASS,OS_POS,ATST2,375.7350mV,100.0000mV,800.0000mV,100.0000uA,None
529,3,0,PASS,OS_POS,RCK2,416.2273mV,100.0000mV,800.0000mV,100.0000uA,None
530,8,0,PASS,PLL,RCK2,55.6872,M,50.0000M,60.0000M,0.0000
531,9,0,PASS,SPI_CNTR,SPI_CNTR_1.SPI_CNTR_1,SPI,FC(0),FA(0),None,None
532,10,0,PASS,SPI_TSG1,SPI_TSG1.SPI_TSG1,SPI,FC(0),FA(0),None,None
533,11,0,PASS,SPI_TSG2,SPI_TSG2.SPI_TSG2,SPI,FC(0),FA(0),None,None
534,12,0,PASS,VIREF,VIREF,1.1958V,900.0000mV,1.3000V,0.0000A,None
535,13,0,PASS,Vref,CH_VCOMS_B1,1.1965V,0.0000V,3.0000V,0.0000A,None
536,13,0,PASS,Vref,CH_VCOMS_T1,1.1878V,0.0000V,3.0000V,0.0000A,None
537,13,0,PASS,Vref,CH_VREFN_B1,1.1889V,0.0000V,3.0000V,0.0000A,None
538,13,0,PASS,Vref,CH_VREFN_T1,1.1974V,0.0000V,3.0000V,0.0000A,None
539,13,0,PASS,Vref,CH_VREFP_B1,2.1735V,0.0000V,3.0000V,0.0000A,None
540,13,0,PASS,Vref,CH_VREFP_T1,2.1888V,0.0000V,3.0000V,0.0000A,None
541,13,0,PASS,Vref,CH_VRPGA_B1,1.2376V,0.0000V,3.0000V,0.0000A,None
542,13,0,PASS,Vref,CH_VRPGA_T1,1.2492V,0.0000V,3.0000V,0.0000A,None
543,13,0,PASS,Vref_Double,CH_VCOMS_B1,1.1891V,0.0000V,3.0000V,0.0000A,None
544,13,0,PASS,Vref_Double,CH_VCOMS_T1,1.1888V,0.0000V,3.0000V,0.0000A,None
545,13,0,PASS,Vref_Double,CH_VREFN_B1,1.1905V,0.0000V,3.0000V,0.0000A,None
546,13,0,PASS,Vref_Double,CH_VREFN_T1,1.1910V,0.0000V,3.0000V,0.0000A,None
547,13,0,PASS,Vref_Double,CH_VREFP_B1,2.1902V,0.0000V,3.0000V,0.0000A,None
548,13,0,PASS,Vref_Double,CH_VREFP_T1,2.1892V,0.0000V,3.0000V,0.0000A,None
549,13,0,PASS,Vref_Double,CH_VRPGA_B1,1.2384V,0.0000V,3.0000V,0.0000A,None
550,13,0,PASS,Vref_Double,CH_VRPGA_T1,1.2381V,0.0000V,3.0000V,0.0000A,None
551,14,0,PASS,Pix,CH_RSH1,4.2230V,3.9000V,4.5000V,0.0000A,None
552,14,0,PASS,Pix,CH_GRSTH1,4.1212V,3.9000V,4.5000V,0.0000A,None
553,14,0,PASS,Pix,CH_TX2L1,-1.3178V,-1.4000V,-1.0000V,0.0000A,None
554,14,0,PASS,Pix,CH_TX1L1,-1.3177V,-1.4000V,-1.0000V,0.0000A,None
555,14,0,PASS,Pix,CH_TX2H1,3.7523V,3.4000V,4.0000V,0.0000A,None
556,14,0,PASS,Pix,CH_TX1H1,3.6255V,3.4000V,4.0000V,0.0000A,None
557,14,0,PASS,Pix,CH_VDDCL1,728.0311mV,500.0000mV,900.0000mV,0.0000A,None
558,14,0,PASS,Pix,CH_GRSTL1,-561.8269mV,-700.0000mV,-300.0000mV,0.0000A,None
559,15,0,PASS,ATST_VBGR,Vref_VBGR.Vref_VBGR,SPI,FC(0),FA(0),None,None
560,15,0,PASS,ATST_VBGR,ATST1,1.1943V,1.0000V,1.3000V,0.0000A,None
561,14,0,PASS,Vref_VBN1,Vref_VBN1.Vref_VBN1,SPI,FC(0),FA(0),None,None
562,14,0,FAIL,Vref_VBN1,ATST0,40.2233mV,1.0000V,1.3000V,0.0000A,None
563,14,0,FAIL,Vref_VBN1,ATST1,37.0293mV,1.0000V,1.3000V,0.0000A,None
564,14,0,PASS,Vref_PGAOUT,Vref_PGAOUT.Vref_PGAOUT,SPI,FC(0),FA(0),None,None
565,14,0,FAIL,Vref_PGAOUT,ATST0,40.5669mV,1.1000V,1.4000V,0.0000A,None
566,14,0,FAIL,Vref_PGAOUT,ATST1,37.3348mV,1.1000V,1.4000V,0.0000A,None
567,14,0,PASS,Vref_VBias1,Vref_VBias1.Vref_VBias1,SPI,FC(0),FA(0),None,None
568,14,0,FAIL,Vref_VBias1,ATST0,64.6989mV,900.0000mV,1.3000V,0.0000A,None
569,14,0,FAIL,Vref_VBias1,ATST1,46.8065mV,900.0000mV,1.3000V,0.0000A,None
570,14,0,PASS,Vref_VBias2,Vref_VBias2.Vref_VBias2,SPI,FC(0),FA(0),None,None
571,14,0,FAIL,Vref_VBias2,ATST0,85.4708mV,900.0000mV,1.3000V,0.0000A,None
572,14,0,FAIL,Vref_VBias2,ATST1,50.6257mV,900.0000mV,1.3000V,0.0000A,None
573,14,0,PASS,Vref_VBias3,Vref_VBias3.Vref_VBias3,SPI,FC(0),FA(0),None,None
574,14,0,FAIL,Vref_VBias3,ATST0,73.2520mV,2.3000V,2.7000V,0.0000A,None
575,14,0,FAIL,Vref_VBias3,ATST1,42.8345mV,2.3000V,2.7000V,0.0000A,None
576,14,0,PASS,Vref_VBias4,Vref_VBias4.Vref_VBias4,SPI,FC(0),FA(0),None,None
577,14,0,FAIL,Vref_VBias4,ATST0,27.6991mV,700.0000mV,1.0000V,0.0000A,None
578,14,0,FAIL,Vref_VBias4,ATST1,29.5054mV,700.0000mV,1.0000V,0.0000A,None
579,14,0,PASS,IREF,Iref_IREF.Iref_IREF,SPI,FC(0),FA(0),None,None
580,14,0,PASS,IREF,ATST0_20K,1.0728V,700.0000mV,1.2000V,0.0000A,None
581,14,0,PASS,IREF,ATST1_20K,987.9483mV,700.0000mV,1.2000V,0.0000A,None
582,14,0,PASS,Iref_PLL,Iref_PLL.Iref_PLL,SPI,FC(0),FA(0),None,None
583,14,0,FAIL,Iref_PLL,ATAT2_20K,6.6235mV,700.0000mV,1.3000V,0.0000A,None
584,14,0,PASS,ADC,ADC_config.ADC_config,SPI,FC(0),FA(0),None,None
585,14,0,PASS,ADC,ADC.ADC,SPI,FC(0),FA(0),None,None
586,999,0,PASS,AnalysisData_Dtstr1,-,-,-,-,-,-
587,14,0,PASS,ADC,compare,1.0000,0.0000,2.0000,,None
588,14,0,PASS,ADC,ADC.ADC,SPI,FC(0),FA(0),None,None
589,999,0,PASS,AnalysisData_Dtstr1,-,-,-,-,-,-
590,14,0,PASS,ADC,compare,1.0000,0.0000,2.0000,,None
591,14,0,PASS,SYNCGEN_test,SYNCGEN_config.SYNCGEN_config,SPI,FC(0),FA(0),None,None
592,14,0,PASS,SYNCGEN_test,SYNCGEN_test.SYNCGEN_test,SPI,FC(0),FA(0),None,None
593,999,0,PASS,AnalysisData_DTSTL4,-,-,-,-,-,-
594,14,0,PASS,SYNCGEN_test,compare,1.0000,0.0000,2.0000,,None
595,14,0,PASS,ADLG,ADLG_config.ADLG_config,SPI,FC(0),FA(0),None,None
596,14,0,PASS,ADLG,ADLG.ADLG,SPI,FC(0),FA(0),None,None
597,14,0,PASS,ADLG,compare,1.0000,0.0000,2.0000,,None
598,14,0,PASS,ADLG,ADLG.ADLG,SPI,FC(0),FA(0),None,None
599,999,0,PASS,AnalysisData_ADLG_DTSTR0,-,-,-,-,-,-
600,14,0,PASS,ADLG,compare,1.0000,0.0000,2.0000,,None
601,14,0,PASS,TSG_TEST,TSG_config.TSG_config,SPI,FC(0),FA(0),None,None
602,14,0,PASS,TSG_TEST,TSG.TSG,SPI,FC(0),FA(0),None,None
603,14,0,PASS,TSG_TEST,compare,1.0000,0.0000,2.0000,,None
604,14,0,PASS,TSG_TEST,TSG.TSG,SPI,FC(0),FA(0),None,None
605,14,0,PASS,TSG_TEST,compare,1.0000,0.0000,2.0000,,None
606,14,0,PASS,TSG2_TEST,TSG2_config.TSG2_config,SPI,FC(0),FA(0),None,None
607,14,0,PASS,TSG2_TEST,TSG2.TSG2,SPI,FC(0),FA(0),None,None
608,14,0,PASS,TSG2_TEST,compare,1.0000,0.0000,2.0000,,None
609,14,0,PASS,TSG2_TEST,TSG2.TSG2,SPI,FC(0),FA(0),None,None
610,14,0,PASS,TSG2_TEST,compare,1.0000,0.0000,2.0000,,None
611,-EOL-,0,1,1,60,11,1,0,12995.6ms,-
